,,,,0109,TENT AT MMUMASWEU 
,,,,0110,XERIDOM MOBILE CLINIC
,,,,0650,TENT AT TATAMOGA MOBILE STOP
,,019,SOMELO-HAINAVELD FARMS,,
,,,,0111,KHWEESWE PRIMARY SCHOOL
,,,,0112,TENT AT BONNO RANCH 
,,,,0113,TENT AT PALAMAOKUWE RANCH
,,,,0114,TENT AT BOFIWAKGOMO RANCH
,,,,0115,TENT AT MOWANA VETERINARY GATE
,,,,0116,TENT AT ZONE 5 
,,,,0530,TENT AT SULABOMPE MOBILE STOP
,,,,0666,TENT AT PELOBOTLHOKO MOBILE STOP
,,,,1177,TENT AT DIKGONGDITSHWEU MOBILE STOP
,,020,GXHABARA-DIKGATLHONG,,
,,,,0117,MAUN SENIOR SECONARY SCHOOL
,,,,0118,GXHABARA PRIMARY SCHOOL
,,,,0119,XOBE 2 VDC
,,,,0120,DIKGATLHONG VDC
,,,,0121,TSANAKONA EAST 1 KGOTLA
,,,,0122,THAMALAKANE EAST VDC
,,,,1522,TENT AT GXHABARA VDC
,,021,BOSEJA SOUTH-MATSHWANE,,
,,,,0123,TENT AT MMAPHIRI FOOTBALL GROUNDS
,,,,0124,MATSHWANE CLINIC
,,,,0125,TENT AT BOSEJA CENTRAL OLD VDC OFFICE
,,,,0126,LEAPOTSWE ENGLISH MEDIUM SCHOOL
,,,,0127,XOBE 1 VDC
,,,,0128,TENT AT MIDAS 
,,,,0129,TENT AT BLACK RHINOS FOOTBALL GROUNDS 
,,,,0130,KUBUNG PRIMARY SCHOOL
,,,,0131,BOSEJA SOUTH VDC
,,022,BOSEJA CENTRAL,,
,,,,0132,TSODILO JUNIOR SECONDARY SCHOOL
,,,,0133,BOSEJA PRIMARY SCHOOL
,,,,0134,BOSEJA CENTRAL KGOTLA
,,,,0135,TENT AT BOSEJA CENTRAL OPEN SPACE1
,,,,0136,TENT AT BOSEJA CENTRAL OPEN SPACE2
,,023,BOSEJA NORTH,,
,,,,0137,TENT AT YOUNG STARS FOOTBALL GROUNDS
,,,,0138,DELTA WATERS INTERNATIONAL SCHOOL
,,,,0139,ANDREW WELIO PRIMARY SCHOOL
,,,,0140,BOSEJA NORTH KGOTLA
,,,,0141,POLOKA-BATHO VDC 
,,,,0142,BOTSWANA OPEN UNIVERSITY
,,,,0143,TENT AT BOSEJA NORTH OPEN SPACE
,,024,DISANA,,
,,,,0144,OLD DISANA CLINIC
,,,,0145,DISANA PRIMARY SCHOOL
,,,,0146,NEW DISANA KGOTLA
,,,,0147,TENT AT SEDUDU 
,,,,0148,TENT AT JOJO NO 2 
,,,,0149,TENT AT JOJO NO 4
,,,,0150,TENT AT JOJO NO 7
,,,,0151,MAITLAMO JUNIOR SECONDARY SCHOOL
,,025,CHANOGA-SAMEDUPI,,
,,,,0152,XHANA MOBILE STOP
,,,,0153,CHANOGA PRIMARY SCHOOL
,,,,0154,CHANOGA BOSEJA MOBILE STOP
,,,,0155,MAWANA VDC
,,,,0156,TENT AT TSIBOGO-LA-MATEBELE 
,,,,0157,TENT AT KOOKALE BOSEJA 
,,,,0158,TENT AT MASU-A-DIPHUTI
,,,,0159,TENT AT MAKALAMABEDI TURN-OFF 
,,,,0160,SAMEDUPI 2 VDC
,,,,0161,TENT AT VETERINARY BOREHOLE
,,,,1649,TENT AT SAMEDUPI 3 VDC
,,026,THAMALAKANE NORTH-MATLAPANA,,
,,,,0162,TENT AT OPEN SPACE NEAR MATLAPANA CIRCLE
,,,,0163,LETSHOLATHEBE PRIMARY SCHOOL
,,,,0164,WENELA VDC
,,,,0165,MAUN COUNSELLING CENTRE
,,,,0166,TENT AT SEDIE HOTEL 
,,,,0167,TENT AT MATLAPANA OLD BRIDGE 
,,,,0168,TENT AT NABOKENYA CRÈCHE
,,,,0169,TENT AT TSELE STANDPIPE 
,,,,0170,TENT AT MOGOBE 
,,,,0171,TENT OPPOSITE DISANA CLINIC
04,MAUN WEST,,,,
,,027,KARENG-QHOROTSHAA,,
,,,,0172,TENT AT KARENG PRIMARY SCHOOL
,,,,0173,TENT AT KARENG KGOTLA
,,,,0174,TENT AT QHOROTSHAA 
,,,,0175,TENT AT SPANPLEK MOBILE STOP
,,,,0176,TENT AT MATHAMAGANA MOBILE STOP
,,,,0177,TENT AT BOTSHELO 
,,,,0178,TENT AT MARAKANELO
,,,,0179,TENT AT TJIVANENO MOBILE STOP
,,,,0180,TENT AT PHALAPHALA
,,,,0181,TENT AT XAATSITSO AT MOTSWERE TREE
,,028,TSAU-SEMBOYO-MAKAKUNG,,
,,,,0182,TENT AT TSAU PRIMARY SCHOOL
,,,,0183,TENT AT SEKGOMA JUNIOR SECONDARY SCHOOL
,,,,0184,TENT AT TSAU COMMUNITY HALL
,,,,0185,TENT AT DOBE
,,,,0186,TENT AT SEMBOYO PRIMARY SCHOOL
,,,,0187,TENT AT MAPORORO 
,,,,0188,TENT AT MAKAKUNG PRIMARY SCHOOL
,,,,0189,TENT AT KAURE MOBILE STOP
,,,,0190,XANGORO MOBILE STOP
,,,,0191,TENT AT SENAXOMO
,,,,0192,TENT AT MAILA MOBILE STOP
,,,,0193,TENT AT MAPUTE MOBILE STOP
,,029,SEHITHWA-LEGOTHWANA,,
,,,,0194,TENT AT SEHITHWA SUB-LAND BOARD  
,,,,0195,TENT AT NGAMI JUNIOR SECONDARY SCHOOL
,,,,0196,TENT AT SEHITHWA SERVICE CENTRE 
,,,,0197,TENT AT SEHITHWA KGOTLA
,,,,0198,TENT AT SEHITHWA PRIMARY SCHOOL
,,,,0199,TENT AT LEGOTHWANA PRIMARY SCHOOL
,,,,0200,TENT AT PHATHANE MOBILE STOP
,,,,0201,TENT AT NAUNE MOBILE STOP
,,,,0202,TENT AT SETATA MOBILE STOP
,,,,0203,TENT AT THOLOLAMORO CATTLE CRUSH
,,,,0204,TENT AT MMAMOTAUNG BOREHOLE
,,030,BODIBENG-BOTHATOGO,,
,,,,0205,TENT AT BODIBENG PRIMARY SCHOOL
,,,,0206,TENT AT BOTHATOGO PRIMARY SCHOOL
,,,,0207,TENT AT TSOKUNG MOBILE STOP
,,,,0208,TENT AT MATABOLOGA MOBILE STOP
,,,,0209,TENT AT KUKE GATE  
,,,,0210,TENT AT THAPOLATHARI NEAR MARUPING FARM
,,,,0211,TENT AT KAMOTE NEAR NYAATA SYNDICATE BOREHOLE
,,031,TOTENG,,
,,,,0212,TENT AT TOTENG PRIMARY SCHOOL
,,,,0213,TENT AT BOSETO RESIDENTIAL AREA 
,,,,0214,TENT AT MATSEBE 
,,,,0215,TENT AT MAKGWELEKGWELE VDC
,,,,0216,TENT AT XHAAMOTE VDC
,,032,KOMANA-NXARAGA,,
,,,,0217,TENT AT KOMANA PRIMARY SCHOOL
,,,,0218,TENT AT NXARAGA KGOTLA
,,,,0219,TENT AT PHATSHWE VDC
,,,,0220,TENT AT MAKGALO VDC
,,,,0221,TENT AT MAROPE 
,,,,0222,TENT AT XHOO VDC
,,,,0223,TENT AT QWEXWA 
,,,,0224,TENT AT KGANTSHANG VDC
,,,,0225,TENT AT TSANEKONA VDC
,,,,0226,TENT AT SHASHE MOBILE STOP
,,,,0227,TENT AT MOSU MOBILE STOP
,,,,0228,TENT AT KOROMO VDC 
,,,,0229,TENT AT LEDIBA VDC 
,,,,1868,TENT AT SHASHE-SEPHOTE
,,033,SHASHE-BOTSHABELO WEST,,
,,,,0230,TENT AT SHASHE PRIMARY SCHOOL
,,,,0231,TENT AT SHASHE KGOTLA
,,,,0232,TENT AT SPAR TURNOFF 
,,,,0233,TENT AT IPCC STANDPIPE 
,,,,0234,TENT AT BOTSHABELO WEST VDC 
,,,,0235,TENT AT CHUCHUBEGA VDC
,,,,0236,TENT AT GOGOMOGA VDC
,,034,THITO-BOMBADI,,
,,,,0237,THITOYAMOKUDI CLINIC
,,,,0238,TAWANA PRIMARY SCHOOL
,,,,0239,BOMBADI KGOTLA
,,,,0240,TENT AT MOGOTHO STANDPIPE
,,035,THAMALAKANE-RIVERSIDE SOUTH,,
,,,,0241,TENT AT THITO PRIMARY SCHOOL
,,,,0242,TENT AT THITO EAST KGOTLA
,,,,0243,TENT AT MAUN SPORTS COMPLEX 
,,,,0244,TENT AT BOROLONG KGOTLA
,,,,0245,TENT AT THAMALAKANE PRIMARY SCHOOL
,,,,0246,TENT AT UCCSA CHURCH
,,,,0247,TENT AT MOREMI PRIMARY SCHOOL 
,,,,0248,TENT AT BOSEJA OPEN SPACE (NEAR THE GRAVEYARD OF ANDREW WELLIO)
05,NGAMI,,,,
,,036,QANGWA-XAIXAI,,
,,,,0249,TENT AT DOBE
,,,,0250,TENT AT BAATE
,,,,0251,TENT AT XUBI MOBILE STOP 
,,,,0252,TENT AT LEBALA VDC
,,,,0253,XAIXAI PRIMARY SCHOOL
,,,,0254,TENT AT MAGOPA MOBILE STOP
,,,,0255,QANGWA PRIMARY SCHOOL
,,,,0256,TENT AT QOOSHE MOBILE STOP
,,037,NOKANENG-HABU,,
,,,,0257,TENT AT DANEGA IPELEGENG SCHOOL
,,,,0258,TENT AT CHIKI MOBILE STOP
,,,,0259,NOKANENG SUB-LAND BOARD
,,,,0260,NOKANENG PRIMARY SCHOOL
,,,,0261,TENT AT KHUBUGA CATTLE CRUSH
,,,,0262,TENT AT XWEE MOBILE STOP
,,,,0263,TENT AT BOAJWANKWE MOBILE STOP 
,,,,0264,HABU PRIMARY SCHOOL
,,,,0265,TENT AT KONDE MOBILE STOP
,,,,0266,TENT AT KAKANAGA CATTLE POST 
,,,,1891,TENT AT BOSARWA KGOTLA
,,038,GUMARE SOUTH,,
,,,,0267,OKAVANGO JUNIOR SECONDARY SCHOOL
,,,,0268,TLHALE PRIMARY SCHOOL
,,,,0269,KELEKELE PRIMARY SCHOOL
,,,,0270,TENT AT TLHALE CATTLE CRUSH
,,,,0271,TENT AT XEKEDAU
,,039,GUMARE NORTH,,
,,,,0272,RURAL ADMINISTRATION CENTRE
,,,,0273,TENT AT GUMARE PRIMARY HOSPITAL
,,,,0274,GUMARE PRIMARY SCHOOL
,,,,0275,TENT AT XURUBE MOBILE STOP
,,,,0276,TENT AT OLD TRIBAL ADMINISTRATION CENTRE
,,,,0277,TENT AT SEKGELE HOME TRAINING CENTRE
,,040,GUMARE EAST- TUBU,,
,,,,0278,TENT AT PHASE 1
,,,,0279,TENT AT MATSAUDI
,,,,0280,TENT AT LEGONONO SEOLO WATER TAP 
,,,,0281,TENT AT XARA CATTLE CRUSH
,,,,0282,TENT AT QOMOQAO CATTLE CRUSH
,,,,0283,TENT AT NNGOCHO
,,,,0284,TENT AT PHALE
,,,,0285,TENT AT TUBU KGOTLA
,,,,0286,TENT AT CAA
,,,,0287,TENT AT QWEKAXUM
,,,,0288,TUBU PRIMARY SCHOOL
,,041,ETSHA,,
,,,,0289,ETSHA 1 PRIMARY SCHOOL
,,,,0290,TENT AT ETSHA 2
,,,,0291,TENT AT ETSHA 4
,,,,0292,TENT AT NEW APOSTOLIC CHURCH
,,,,0293,ETSHA 6 JUNIOR SECONDARY SCHOOL
,,,,0294,TENT AT ETSHA 6 CLINIC
,,,,0295,ETSHA 6 PRIMARY SCHOOL 
,,,,0296,ESTHA 6 COMMUNITY HALL
,,,,0297,TENT AT MWATUMWAYA REHABILITATION FARM 
,,,,0298,SHAMOMBO KOSHONYA PRIMARY SCHOOL
,,,,0299,TENT AT ETSHA 8 BCC CENTRE 
06,OKAVANGO WEST,,,,
,,042,SHAKAWE WEST-GANI,,
,,,,0300,SHAKAWE BRIGADE
,,,,0301,TENT AT SETUTU MOBILE STOP
,,,,0302,TENT AT SENONO MOBILE STOP
,,,,0303,TENT AT RUKONGA
,,,,0304,TENT AT DINIVA MOBILE STOP
,,,,0305,TENT AT MAHORAMENO
,,,,0306,TENT AT XAUDUM MOBILE STOP
,,,,0307,TENT AT KOZONDGE
,,,,0308,TENT AT GANI KGOTLA
,,,,0309,TENT AT NXOMOKAO
,,,,0310,RWEE PRIMARY SCHOOL
,,,,0311,TENT AT MOTSWERE AT NDUNDU WARD
,,043,SHAKAWE CENTRAL,,
,,,,0312,SHAKAWE LANDBOARD
,,,,0313,SHAKAWE PRIMARY SCHOOL
,,,,0314,TENT AT SAOSHOKO
,,,,0315,TENT AT SHAKAWE OLD LANDBOARD PREMISE 
,,,,0316,TENT AT GAUXA KGOTLA
,,044,SHAKAWE EAST-SAMOCHIMA,,
,,,,0317,KATHIANA PRIMARY SCHOOL
,,,,0318,SHAKAWE SENIOR SECONDARY SCHOOL
,,,,0319,TENT AT UKUSI KGOTLA
,,,,0320,SAMOCHIMA PRIMARY SCHOOL
,,,,0321,TENT AT SAMOCHIMA MOBILE STOP
,,,,0322,SAMOCHIMA KGOSING WARD
,,,,0323,TENT AT SHAKAWE RURAL ADMINISTRATION CENTRE
,,,,0324,TENT AT OPEN SPACE OPPOSITE SHAKAWE BUS RANK
,,045,XHAOGA-KAJAJA,,
,,,,0325,NXAMASERE PRIMARY SCHOOL
,,,,0326,TENT AT NXAMASERE CATTLE CRUSH 
,,,,0327,KAJAJA PRIMARY SCHOOL 
,,,,0328,TENT AT KAJAJA 2 
,,,,0329,XHAOGA PRIMARY SCHOOL
,,046,SEPOPA-IKOGA,,
,,,,0330,SEPOPA PRIMARY SCHOOL
,,,,0331,TENT AT MOWANA MOBILE STOP
,,,,0332,IKOGA PRIMARY SCHOOL
,,,,0333,POPAGANO JUNIOR SECONDARY SCHOOL (SEPOPA)
,,,,0334,TENT AT XANXANA MOBILE STOP
,,,,0335,TENT AT THAMACHAA MOBILE STOP
,,,,0336,TENT AT GUCHA 
,,,,0337,TENT AT MABUDUTSA WARD (SEPOPA)
,,047,ETSHA 13-JAO FLATS,,
,,,,0338,ETSHA 13 PRIMARY SCHOOL
,,,,0339,TENT AT ETSHA 10  
,,,,0340,TENT AT ETSHA 12 (BCC)
,,,,0341,JAO PRIMARY SCHOOL
,,,,0342,TENT AT MABUDUTSA WARD ETSHA 13  
,,,,0343,TENT AT BOTSHABELO WARD
,,048,NXAUNXAU-CHUKUMUCHU,,
,,,,0344,NXAUNXAU PRIMARY SCHOOL
,,,,0345,CHUKUMUCHU PRIMARY SCHOOL
,,,,0346,TENT AT MOGOTHO 
,,,,0347,TENT AT XHABACHA MOBILE STOP
,,,,0348,TENT AT NDIVITAMA CATTLE POST
,,,,0349,TSODILO PRIMARY SCHOOL
07,OKAVANGO EAST,,,,
,,049,MOHEMBO-GANI EAST,,
,,,,0350,GANI PRIMARY SCHOOL
,,,,0351,TENT AT XAMUKUCHA
,,,,0352,TENT AT SHAIKARAWE MOBILE STOP
,,,,0353,TENT AT TANI KGOTLA
,,,,0354,MOHEMBO PRIMARY SCHOOL
,,,,0355,TENT AT MOHEMBO EAST KGOTLA
,,050,KAUXWI-XAKAO,,
,,,,0356,XAKAO PRIMARY SCHOOL
,,,,0357,GOWA JUNIOR SECONDARY SCHOOL
,,,,0358,TENT AT BOTTOM
,,,,0359,TENT AT KAPUTURA MOBILE STOP
,,,,0360,KAUXWI PRIMARY SCHOOL
,,,,0361,TENT AT DIVAVA KGOTLA
,,,,0362,TENT AT MASHOSHO KGOTLA
,,,,0363,TENT AT KAUXWI KGOTLA 
,,051,NGARANGE-MOGOTHO,,
,,,,0364,NGARANGE PRIMARY SCHOOL
,,,,0365,SEKONDOMBORO PRIMARY SCHOOL
,,,,0366,TENT AT NENDE
,,,,0367,MOGOTHO PRIMARY SCHOOL
,,,,0368,TENT AT HONGWA
,,,,0369,TENT AT SEKANDOKO
,,,,0370,TENT AT TOBERA MOBILE STOP
,,,,0371,TENT AT SHAUWE KGOTLA (MOGOTHO)
,,,,0372,TENT AT KEYISHA (NUMBER 4)
,,052,SERONGA-GUNOTSOGA,,
,,,,0373,SERONGA PRIMARY SCHOOL
,,,,0374,SERONGA LANDBOARD
,,,,0375,TENT AT MBIROBA
,,,,0376,GUNOTSOGA PRIMARY SCHOOL
,,,,0377,TENT AT DUNGU CATTLE CRUSH
,,,,0378,TENT AT MAWANA
,,,,0379,TENT AT TEEKAE MOBILE STOP
,,,,0380,TENT AT XAO 1 MOBILE STOP
,,,,0381,TENT AT SAMUTI (GUNOTSOGA)
,,,,1987,MOKGACHA PRIMARY SCHOOL
,,053,BEETSHA-GUDIGWA,,
,,,,0382,BEETSHA PRIMARY SCHOOL
,,,,0383,TENT AT MATSWII
,,,,0384,TENT AT NDOROTSHA
,,,,0385,GUDIGWA PRIMARY SCHOOL
,,,,0386,TENT AT VUMBURA SAFARI CAMP
,,,,0387,ERETSHA PRIMARY SCHOOL
,,,,0388,TENT AT KATJIRATJIRA
,,,,0389,TENT AT BOTSHABELO WARD (BEETSHA)
,,,,0390,DUBA PLAINS SAFARI CAMP
08,TATI EAST,,,,
,,054,BUTALE-SENYAWE,,
,,,,0391,BUTALE PRIMARY SCHOOL  
,,,,0392,SENYAWE PRIMARY SCHOOL
,,,,0393,SENYAWE VDC OFFICES
,,055,MOWANA-TSHESEBE,,
,,,,0394,MOWANA PRIMARY SCHOOL 
,,,,0395,THAMANI CJSS 
,,,,0396,TENT AT PPC CHURCH
,,,,0397,TSHESEBE PRIMARY SCHOOL
,,056,THEMASHANGA,,
,,,,0398,THEMASHANGA PRIMARY SCHOOL
,,,,0399,TENT AT SEKONJWE MOBILE HEALTH STOP SPACE
,,,,0400,TENT AT SEKGOPHANE WARD OPEN SPACE
,,057,MABUDZANE-TSAMAYA,,
,,,,0401,SHANGANANI JUNIOR SECONDARY SCHOOL
,,,,0402,MABUDZANE PRIMARY SCHOOL
,,,,0403,TSAMAYA KGOTLA
,,,,0404,TENT AT NEWSTANCE OPEN SPACE
,,058,JACKALAS 2-SIVIYA,,
,,,,0405,SIVIYA PRIMARY SCHOOL
,,,,0406,JACKALAS 2 PRIMARY SCHOOL
,,,,0407,TENT AT SIGIDI WARD OPEN SPACE
,,,,0408,TENT AT NGANUNU WARD OPEN SPACE
,,059,MATSHELAGABEDI,,
,,,,0409,MATSHELAGABEDI PRIMARY SCHOOL
,,,,0410,TENT AT SEKUKWE MOBILE HEALTH STOP
,,,,0411,TENT AT MHATANE CATTLE CRUSH
,,,,0412,MATSHELAGABEDI COMMUNITY HALL
,,,,0413,TENT AT IPOPENG INDUSTRIAL VDC
,,060,MATOPI-MATSILOJE,,
,,,,0414,MATOPI PRIMARY SCHOOL
,,,,0415,MATSILOJE JUNIOR SECONDARY SCHOOL
,,,,0416,MATSILOJE PRIMARY SCHOOL
,,,,0417,TENT AT DIPOLASE MOBILE HEALTH STOP
,,,,0418,TENT AT POBE-POBE MOBILE HEALTH STOP
,,,,0419,TENT AT LEPHANE MOBILE HEALTH STOP
,,061,DITLA-PATA,,
,,,,0420,DITLADI PRIMARY SCHOOL
,,,,0421,PATAYAMATEBELE PRIMARY SCHOOL
,,,,0422,TENT AT DITLATSANA KGOTLA 
,,062,SHASHE BRIDGE-TATI SIDING SOUTH,,
,,,,0423,PELOTELELE PRIMARY SCHOOL
,,,,0424,TASHATA JUNIOR SECONDARY SCHOOL
,,,,0425,TENT AT MMOROSO WARD
,,,,0426,TENT AT BHC
,,063,TATI SIDING CENTRAL,,
,,,,0427,TATI SIDING PRIMARY SCHOOL
,,,,0428,TATI SIDING COMMUNITY HALL
,,064,TATI SIDING NORTH,,
,,,,0429,RAC OFFICES
,,,,0430,BUGALO PRIMARY SCHOOL
09,TATI WEST,,,,
,,065,JACKALAS 1-RAMOKGWEBANA,,
,,,,0431,RAMOKGWEBANA PRIMARY SCHOOL
,,,,0432,JACKALAS 1 PRIMARY SCHOOL
,,,,0433,TENT AT ELEVEN APOSTOLIC CHURCH
,,,,0434,TENT AT SDA CHURCH
,,,,0435,TENT AT MAZIBAKUFA TRUST OPEN SPACE
,,066,KGARI-MOROKA,,
,,,,0436,KGARI PRIMARY SCHOOL
,,,,0437,MOROKA PRIMARY SCHOOL
,,,,0438,TENT AT SALVATION CHURCH
,,067,MAPOKA-MASUKWANE-NLAPKHWANE,,
,,,,0439,MAPOKA PRIMARY SCHOOL
,,,,0440,BATANANI JUNIOR SECONDARY SCHOOL
,,,,0441,MASUKWANE PRIMARY SCHOOL
,,,,0442,NLAPKHWANE PRIMARY SCHOOL
,,,,0443,TENT AT MALOBELA OPEN SPACE
,,,,0444,TENT AT WORD OF GOD
,,,,0445,TENT AT BOTSHABELO OPEN SPACE 
,,,,0446,TENT AT MUTHOMBO KGOTLA
,,068,ZWEGAGU,,
,,,,0447,ZWENSHAMBE PRIMARY SCHOOL 
,,,,0448,GAMBULE PRIMARY SCHOOL
,,,,0449,GUNGWE PRIMARY SCHOOL
,,,,0450,ZWENSHAMBE JUNIOR SECONDARY SCHOOL
,,069,MOSOJANE-MULAMBAKWENA-POLE,,
,,,,0451,MOSOJANE PRIMARY SCHOOL
,,,,0452,POLE PRIMARY SCHOOL
,,,,0453,MULAMBAKWENA PRIMARY SCHOOL
,,,,0454,TENT AT PHAMBUKA WARD
,,,,0455,TENT AT NYEWELE OPEN SPACE
,,070,LETSHOLATHEBE-MASUNGA,,
,,,,0456,LETSHOLATHEBE PRIMARY SCHOOL
,,,,0457,MASUNGA SENIOR SECONDARY SCHOOL
,,071,MASUNGA-VUKWI,,
,,,,0458,VUKWI PRIMARY SCHOOL
,,,,0459,MASUNGA PRIMARY SCHOOL
,,,,0460,TENT AT ABM UNIVERSITY OPEN SPACE 
,,072,KASEMBA,,
,,,,0461,SEKAKANGWE PRIMARY SCHOOL
,,,,0462,KALAKAMATI PRIMARY SCHOOL
,,,,0463,MBALAMBI PRIMARY SCHOOL
,,,,0464,TENT AT DEMBEDZI WARD OPEN SPACE
,,,,0465,MAENJANI JUNIOR SECONDARY SCHOOL
,,073,BOTALAOTE-MAKALENG-TOTENG,,
,,,,0466,LEGOLA PRIMARY SCHOOL
